pta_9,pta_8,pta_79,pta_72,pta_70,pta_7,pta_69,pta_68,pta_67,pta_66,pta_63,pta_62,pta_60,pta_6,pta_59,pta_58,pta_57,pta_56,pta_55,pta_54,pta_53,pta_52,pta_51,pta_50,pta_5,pta_48,pta_47,pta_449,pta_448,pta_447,pta_446,pta_445,pta_444,pta_443,pta_442,pta_441,pta_440,pta_439,pta_436,pta_435,pta_434,pta_430,pta_428,pta_427,pta_426,pta_425,pta_419,pta_418,pta_416,pta_415,pta_413,pta_412,pta_411,pta_409,pta_408,pta_405,pta_404,pta_403,pta_402,pta_401,pta_400,pta_40,pta_4,pta_399,pta_398,pta_397,pta_396,pta_395,pta_394,pta_393,pta_392,pta_391,pta_390,pta_39,pta_389,pta_388,pta_387,pta_386,pta_385,pta_384,pta_380,pta_38,pta_379,pta_378,pta_377,pta_376,pta_375,pta_374,pta_373,pta_372,pta_371,pta_370,pta_37,pta_369,pta_368,pta_367,pta_366,pta_365,pta_364,pta_363,pta_361,pta_36,pta_358,pta_357,pta_356,pta_352,pta_351,pta_350,pta_349,pta_348,pta_347,pta_346,pta_345,pta_344,pta_343,pta_342,pta_341,pta_340,pta_34,pta_337,pta_336,pta_335,pta_334,pta_333,pta_332,pta_331,pta_330,pta_33,pta_329,pta_328,pta_327,pta_326,pta_325,pta_324,pta_323,pta_31,pta_303,pta_30,pta_3,pta_295,pta_293,pta_292,pta_291,pta_29,pta_286,pta_285,pta_284,pta_283,pta_282,pta_27,pta_265,pta_26,pta_25,pta_24,pta_23,pta_21,pta_20,pta_2,pta_196,pta_194,pta_193,pta_19,pta_182,pta_181,pta_180,pta_179,pta_177,pta_176,pta_171,pta_170,pta_17,pta_169,pta_168,pta_167,pta_166,pta_165,pta_162,pta_161,pta_160,pta_16,pta_159,pta_158,pta_157,pta_156,pta_155,pta_154,pta_153,pta_152,pta_151,pta_150,pta_15,pta_149,pta_148,pta_147,pta_146,pta_145,pta_144,pta_143,pta_142,pta_141,pta_140,pta_139,pta_13,pta_12,pta_117,pta_11,pta_10,pta_1
0.36828732,0.30315688,0.33950022,0.30504054,0.2983894,0.4020386,0.34138498,0.29840228,0.33639762,0.36159474,0.33588725,0.29805362,0.22786057,0.38007396,0.27643105,0.38473895,0.36909643,0.30499187,0.3008356,0.3205416,0.33817425,0.35416842,0.9363695,0.99999994,0.3822124,0.2942653,0.326054,0.31298652,0.34164083,0.36092472,0.40613392,0.4277331,0.37127662,0.3759144,0.24421519,0.31821015,0.29022285,0.40558386,0.41606554,0.45758358,0.39017028,0.35877112,0.27731943,0.1498226,0.28447804,0.40460432,0.3877089,0.38154757,0.31311324,0.34795588,0.19413167,0.3479682,0.34788623,0.43534875,0.37680352,0.33880556,0.4038933,0.5056326,0.2326044,0.3467707,0.34311205,0.32383734,0.23355128,0.30646077,0.3752982,0.3127465,0.33360043,0.25587574,0.33794922,0.37419212,0.11036317,0.32614067,0.41008672,0.32928208,0.4280527,0.21753515,0.2509931,0.3575646,0.39455387,0.40849486,0.3139814,0.3894811,0.33211753,0.45571017,0.38069224,0.36644387,0.32309884,0.5270801,0.35047585,0.2936446,0.4616348,0.27476442,0.3364166,0.24841854,0.38829112,0.3493942,0.35897496,0.35679257,0.31820175,0.33655605,0.25148007,0.43598264,0.31489232,0.29935998,0.39635682,0.31045857,0.38756204,0.46913266,0.245385,0.4117639,0.44891366,0.31295675,0.44572136,0.38174197,0.377546,0.27965173,0.3912337,0.49905974,0.34388018,0.39760634,0.49637106,0.40797937,0.45453632,0.43461373,0.42116043,0.36290976,0.5001797,0.4180317,0.41339514,0.33183455,0.3613972,0.42925766,0.39857265,0.3573795,0.42054775,0.35487154,0.321927,0.44030932,0.37553114,0.34076867,0.37919685,0.3396988,0.30721557,0.3277444,0.35379997,0.37711054,0.34359452,0.37048548,0.3333445,0.39225554,0.33611348,0.31698906,0.36001065,0.37028617,0.28661174,0.36700234,0.43894115,0.34989774,0.3898156,0.36549416,0.3148837,0.34824798,0.3697332,0.36163652,0.38012302,0.3186162,0.3503604,0.35086972,0.3479162,0.38239282,0.3250013,0.29036877,0.36303255,0.38206047,0.396258,0.36512065,0.45409155,0.4119232,0.38864604,0.27791604,0.32131293,0.32733354,0.30999324,0.255165,0.39017254,0.29447109,0.29578853,0.30264565,0.39003122,0.38097355,0.40093258,0.32386446,0.3216256,0.2424682,0.22957045,0.36171144,0.23957708,0.3463419,0.37983572,0.37544388,0.2650708,0.36180508,0.42511293,0.37013125,0.42709544,0.18800876,0.3175714,0.38546047
0.41081685,0.3771603,0.84874403,0.35381773,0.7192724,0.45704514,0.5424912,0.70492274,0.8969639,0.88572985,0.55264974,0.21425213,0.6462483,0.34906626,0.3419494,0.6995078,0.72294766,0.7787612,0.8125246,0.38749018,0.34749553,0.34048942,0.35472038,0.3822124,1.0000001,0.5165221,0.27618784,0.28942513,0.5147076,0.4267592,0.71709514,0.7539726,0.25875857,0.49166575,0.29826084,0.27575007,0.25271428,0.41472715,0.32072657,0.3962136,0.73260903,0.24861868,0.43938237,0.37512916,0.40719962,0.35016015,0.51164097,0.7902208,0.64624965,0.8286939,0.2529633,0.35069346,0.4725499,0.36585504,0.4137587,0.83626074,0.4232391,0.3789828,0.6169151,0.3715994,0.7174819,0.71896696,0.54971266,0.58807594,0.3632275,0.43550017,0.38301483,0.46203235,0.70288974,0.44409335,0.39581585,0.51545554,0.41246286,0.6597189,0.4358001,0.48136395,0.34269005,0.36833122,0.35966465,0.3685768,0.39050183,0.4890697,0.372837,0.34203133,0.814607,0.38572472,0.7830211,0.4384672,0.49922332,0.25767976,0.8719116,0.23820607,0.35613742,0.29325733,0.48364118,0.72873914,0.8386496,0.83106,0.3202259,0.44658938,0.2932356,0.40615252,0.30175817,0.35630348,0.5205961,0.33745158,0.34617195,0.3781285,0.6171518,0.14807783,0.32806844,0.77893627,0.42769825,0.6557063,0.34156114,0.3829252,0.28665859,0.37482107,0.22091231,0.7892997,0.42583507,0.22946797,0.4361723,0.3732083,0.51003903,0.66822284,0.5806237,0.9328257,0.4691714,0.43082306,0.41223547,0.2917902,0.2804884,0.32684526,0.33517367,0.7793194,0.79682285,0.79667646,0.30329874,0.7936887,0.7778102,0.7708669,0.78230023,0.5922127,0.56251395,0.62985915,0.74832916,0.622728,0.74403507,0.41710004,0.62587166,0.35434175,0.8250364,0.3507067,0.3890332,0.47079638,0.2862273,0.8353556,0.49028033,0.6807356,0.78252906,0.7239052,0.6623522,0.6809926,0.67044425,0.8083918,0.67712575,0.6705337,0.65989155,0.69410425,0.3759357,0.7594304,0.66947114,0.67080694,0.70440584,0.6644712,0.36870188,0.43884668,0.41477734,0.66699505,0.33309865,0.37063834,0.37274826,0.3730888,0.48913497,0.60348195,0.63782686,0.34069404,0.36157736,0.38111642,0.40773728,0.24366277,0.29281664,0.42683238,0.32277668,0.49668443,0.33734158,0.64838696,0.4120631,0.37667644,0.60321075,0.48745707,0.9153234,0.7974832,0.4919528,0.6319414,0.4274231,0.3570789
0.19834,0.25447437,0.55152714,0.27665326,0.4111746,0.30956867,0.21727718,0.47566056,0.558026,0.5373223,0.2801816,0.049808834,0.44399053,0.21470821,0.24198794,0.3789258,0.48001698,0.5107127,0.53165805,0.15555751,0.20737737,0.13537265,0.29140818,0.2942653,0.5165221,0.99999994,0.26425084,0.1514325,0.3889949,0.29223284,0.3845903,0.49100128,0.34643856,0.21368451,0.24993734,0.33802277,0.24462876,0.20089869,0.17970406,0.23470634,0.4773947,0.30130926,0.3258074,0.39485863,0.31890053,0.11799176,0.34216276,0.5259536,0.32680842,0.456363,0.2645072,0.1543039,0.38765463,0.39836448,0.16902229,0.46788985,0.27507553,0.27853566,0.44786686,0.24646899,0.45799303,0.37400475,0.6928775,0.26750785,0.27940106,0.26746267,0.35810858,0.4317603,0.3919984,0.22553189,0.42137566,0.3715995,0.21055852,0.36186334,0.36579567,0.29936728,0.2598592,0.40001234,0.31075168,0.23177373,0.30211347,0.3627218,0.25123796,0.32708752,0.4829509,0.32269928,0.5240036,0.29630333,0.37051,0.07011759,0.5071488,0.37891737,0.22425775,0.26548973,0.38565567,0.3933088,0.5004767,0.50204384,0.27866453,0.35196787,0.31090745,0.23534697,0.3753923,0.35724813,0.45715976,0.23773219,0.11509547,0.2873833,0.4573215,0.25777054,0.28168213,0.5016922,0.30067796,0.3748211,0.22466284,0.25963962,0.38171184,0.4214027,0.082368955,0.4130051,0.25593048,0.23738794,0.2725561,0.1752708,0.37370214,0.37410313,0.35533628,0.53701824,0.2262067,0.2657816,0.23636125,0.3757692,0.36767215,0.25532258,0.26695552,0.462689,0.5416218,0.49277446,0.058656536,0.52186006,0.50745684,0.53367627,0.5447786,0.37379247,0.40594035,0.45102024,0.51094586,0.45314148,0.502741,0.18014497,0.48294505,0.19036797,0.4979758,0.26480305,0.26334032,0.23112339,0.15079568,0.48015544,0.5577848,0.48749152,0.5323441,0.42921838,0.4769267,0.4846166,0.4958251,0.5142968,0.51606035,0.5061112,0.4890979,0.5212954,0.15868995,0.54602474,0.46907339,0.51483226,0.51001894,0.47161803,0.33172715,0.20919971,0.21813333,0.38477647,0.2202691,0.15303281,0.21643648,0.22701941,0.21037313,0.32937008,0.38503394,0.11170134,0.1508584,0.14062865,0.17480938,0.044660952,0.06944177,0.3052207,0.2404696,0.43429863,0.25535682,0.3728323,0.1809535,0.24203523,0.4781543,0.24772234,0.55986595,0.45399636,0.4659388,0.44536242,0.14788364,0.13695653
0.60814303,0.74823034,0.26300716,0.81825036,0.42139778,0.8206528,0.4740081,0.32487604,0.28540668,0.2909907,0.49707857,0.1954982,0.23358926,0.23514208,0.8554512,0.46279448,0.33602628,0.3724898,0.37196732,0.5388243,0.8180504,0.65761,0.32342455,0.326054,0.27618784,0.26425084,1.0,0.6969192,0.36195534,0.59926784,0.54939735,0.44231823,0.3197795,0.47535357,0.8477404,0.40436736,0.2886602,0.7145563,0.70974976,0.34717128,0.55605185,0.2430997,0.39602917,0.46535254,0.22274311,0.45582652,0.6219301,0.40653902,0.5073984,0.4490088,0.29568434,0.57306117,0.3617469,0.18246028,0.6150091,0.43762338,0.79533565,0.54067814,0.26332882,0.8260421,0.20252079,0.32984692,0.3051993,0.5241116,0.8313157,0.7908332,0.7719569,0.6480819,0.5070399,0.75857,0.45426205,0.28929633,0.7435757,0.46414274,0.7908715,0.29572886,0.85963583,0.8979038,0.8070248,0.71469223,0.8043841,0.44207758,0.8109979,0.294551,0.32824764,0.38490328,0.3105562,0.50369966,0.29922056,0.1523281,0.29093564,0.18986414,0.7765777,0.8140471,0.35647434,0.47839373,0.3490922,0.32102695,0.22976698,0.38385755,0.30022126,0.6992694,0.29113552,0.2913702,0.18900508,0.7425914,0.34310034,0.061555095,0.2860506,0.24184068,0.25845924,0.3055894,0.72686493,0.5527244,0.7967402,0.7450888,0.79565305,0.24365878,0.19688794,0.33412993,0.60208744,0.64485085,0.6781242,0.66903645,0.23338069,0.47366956,0.6438183,0.2816165,0.6772398,0.4312532,0.65984136,0.8059391,0.7934602,0.24029113,0.28174078,0.34432974,0.35044026,0.28539082,0.36445007,0.36661723,0.37918326,0.3497272,0.35628456,0.39455932,0.27145043,0.23306602,0.37157753,0.25761828,0.3605493,0.62011075,0.22561595,0.7133954,0.33681527,0.7249516,0.6957422,0.6644475,0.3631891,0.34273,0.25218576,0.22476065,0.38507065,0.51032674,0.23602405,0.24475421,0.28052393,0.34887928,0.24534796,0.2265652,0.28230968,0.2690276,0.67877483,0.37055632,0.2813292,0.2793105,0.2831489,0.2732787,0.18205613,0.46388564,0.6924002,0.30812466,0.7346559,0.6983954,0.6872878,0.7223109,0.40015557,0.530529,0.5605727,0.16077833,0.56829923,0.44316608,0.24110556,0.14569393,0.25746956,0.4933429,0.86518013,0.6983536,0.84060913,0.47808248,0.7058323,0.7061991,0.30740803,0.656803,0.32836875,0.31205016,0.24469304,0.25297588,0.6804468,0.35383543
0.4517895,0.74006575,0.29044932,0.58258843,0.4952115,0.6820089,0.46857962,0.2825914,0.32467562,0.34642604,0.54715985,0.14159083,0.21573387,0.186975,0.71490794,0.51769376,0.29608592,0.33057478,0.32255858,0.5739216,0.8216997,0.7320354,0.30927733,0.31298652,0.28942513,0.1514325,0.6969192,0.99999964,0.36162525,0.5088028,0.58039504,0.35973835,0.22964418,0.52124643,0.7523114,0.26004958,0.10806418,0.71469915,0.68839645,0.3907603,0.5129612,0.13641454,0.34713623,0.28632945,0.18577364,0.39718372,0.548607,0.3856531,0.6030716,0.4565736,0.15347347,0.5169766,0.39481845,0.21049878,0.62775654,0.44389063,0.68342865,0.36835593,0.20658098,0.78581583,0.1791351,0.2515245,0.29051822,0.5643331,0.74262255,0.75293916,0.7183016,0.52032363,0.53027207,0.6998395,0.26335385,0.34298334,0.7388059,0.52667177,0.68866444,0.26948035,0.7758496,0.6902964,0.69255733,0.6384149,0.7501554,0.43745586,0.7927069,0.13482712,0.29633084,0.285836,0.25191826,0.38322583,0.31984967,0.094132684,0.35799098,0.041464973,0.82162076,0.7473727,0.39624554,0.48890394,0.3227556,0.31032625,0.039233368,0.45605585,0.14675495,0.6849385,0.16884577,0.20017648,0.121191464,0.6683969,0.29125524,0.053250026,0.23381792,0.18732736,0.16109568,0.23100932,0.55972874,0.53461015,0.7876703,0.8123986,0.5559454,0.25460893,0.12845904,0.3227228,0.5521516,0.5697189,0.6330941,0.64962363,0.33528566,0.54804724,0.5671293,0.27651563,0.6477529,0.47226194,0.65504056,0.5488064,0.539756,0.16766217,0.20794368,0.32401547,0.29158017,0.3255368,0.38149506,0.2894624,0.30803186,0.26275524,0.29295567,0.3487555,0.13575673,0.16494383,0.2749153,0.14677806,0.26532483,0.6094396,0.1402721,0.78600055,0.34655333,0.63509804,0.7915692,0.6559727,0.2458063,0.33210805,0.25961208,0.15664068,0.30648887,0.5200408,0.162947,0.19682108,0.20048063,0.2858965,0.16913952,0.14440209,0.18110673,0.19719365,0.78374493,0.30392817,0.18809417,0.18255815,0.20656855,0.17691624,0.18359193,0.35654652,0.7184094,0.26971886,0.85768956,0.797501,0.7871884,0.8095213,0.3792067,0.6197281,0.59607464,0.1834737,0.56530255,0.39117068,0.2163072,0.11275515,0.22028396,0.5027113,0.7944955,0.62265664,0.78902733,0.59547055,0.75847894,0.6706298,0.3002687,0.5365382,0.34879598,0.34591237,0.22512653,0.21533076,0.67551553,0.3112457
0.3437931,0.43739638,0.44993055,0.29533988,0.4745619,0.40673742,0.42581323,0.6044795,0.43772992,0.44241005,0.1686049,-0.023037171,0.53035015,0.3347379,0.31819567,0.36608672,0.5544383,0.46883708,0.47202808,0.39071587,0.27828166,0.1606884,0.24903862,0.34164083,0.5147076,0.3889949,0.36195534,0.36162525,1.0000005,0.32712317,0.46361986,0.5259054,0.18019196,0.2388777,0.3285492,0.23179233,0.15437905,0.4245372,0.3466661,0.5323576,0.54850775,0.24083485,0.61323625,0.61658394,0.2835281,0.050141256,0.4150868,0.6655244,0.37723088,0.45801175,0.14395353,0.14266028,0.9494388,0.3993059,0.26989645,0.501316,0.4166745,0.18020678,0.5655061,0.35974383,0.3490372,0.62680495,0.39658123,0.41762045,0.37015128,0.42018804,0.36096454,0.66898966,0.422189,0.3479456,0.5588126,0.9449799,0.34111163,0.4037886,0.4918321,0.58532816,0.3240387,0.39165914,0.40613118,0.43004024,0.3953142,0.4798867,0.39410543,0.30791855,0.5279541,0.10129548,0.45979112,0.43404633,0.9605082,-0.12241609,0.4744617,0.2164567,0.30430079,0.3065746,0.88983923,0.39379337,0.39348182,0.3860059,0.33693492,0.5564177,0.27217314,0.4356576,0.23833577,0.2533295,0.3859178,0.2368168,0.07865809,0.35152775,0.6220018,0.21627751,0.29760674,0.46378878,0.42065468,0.45916888,0.3906147,0.21038358,0.27710524,0.39809993,-0.15551013,0.5186425,0.43782055,0.12454087,0.45934573,0.3440786,0.88696223,0.39173803,0.4850189,0.47099766,0.3879277,0.2970652,0.36027724,0.30782485,0.2508249,0.24655275,0.36153686,0.48453522,0.49353716,0.5301067,0.043020494,0.45952922,0.5533593,0.5141364,0.4790017,0.7265139,0.29978085,0.39367908,0.42970958,0.40359688,0.430368,0.44791338,0.36348614,0.21436208,0.5551069,0.39718553,0.18311891,0.3574465,0.13046873,0.5153065,0.31652066,0.4124427,0.5031369,0.4455708,0.4134175,0.45631352,0.4645478,0.49865204,0.42859852,0.42898607,0.42833477,0.44579366,0.23908462,0.47724023,0.47983667,0.4173553,0.46323824,0.47895238,0.40552595,0.2263775,0.38905776,0.6835146,0.25786585,0.23592386,0.17411108,0.20137429,0.21722138,0.35347742,0.38620263,0.008557951,0.19065684,0.104045965,0.3143561,-0.116557926,-0.10197381,0.3498854,0.36181515,0.62720394,0.3088801,0.36705083,0.37803778,0.4551094,0.69935584,0.387092,0.4976629,0.5719571,0.47113842,0.55504984,0.26660302,0.076083794
0.7245675,0.74150753,0.42251793,0.49366066,0.51445365,0.7118346,0.6300346,0.33667812,0.46000716,0.41800612,0.38826156,0.29502994,0.28434557,0.30595276,0.48685634,0.59134215,0.3268305,0.40547943,0.44451803,0.6924228,0.5795774,0.5902433,0.38116142,0.36092472,0.4267592,0.29223284,0.59926784,0.5088028,0.32712317,1.0,0.6328525,0.51058286,0.41857088,0.6137243,0.4111043,0.41959116,0.3928499,0.77004665,0.7449888,0.41098228,0.5873003,0.3923675,0.49888092,0.5498202,0.16221075,0.53523225,0.79762006,0.4757646,0.6027709,0.505612,0.37956712,0.63778806,0.33227816,0.3531822,0.7157233,0.49526352,0.77126753,0.43360618,0.29743737,0.7731562,0.31708813,0.33608294,0.37085348,0.56169176,0.76024956,0.6658118,0.5119504,0.5998995,0.57851374,0.7150941,0.48556647,0.3503104,0.71606773,0.5971625,0.75519997,0.3755572,0.515346,0.5694959,0.70686704,0.8023966,0.672613,0.55983937,0.73617285,0.23732604,0.41610262,0.47698978,0.41986457,0.43726587,0.26449278,0.28851622,0.47550508,0.26879123,0.58828056,0.37603858,0.37000036,0.5504222,0.4419157,0.41164324,0.24962285,0.43315956,0.40721107,0.75620586,0.29255316,0.3256243,0.28816798,0.392967,0.45205462,0.09969992,0.3088667,0.30176443,0.23563682,0.3997835,0.76891637,0.59027505,0.7031734,0.50223184,0.47912955,0.35342434,0.28200334,0.3930471,0.66297644,0.48333323,0.7851687,0.72778183,0.32075053,0.545338,0.7190757,0.43843082,0.6694557,0.5320016,0.73588747,0.512832,0.49674004,0.18908992,0.26830888,0.41482553,0.43465546,0.3897627,0.39409992,0.4309848,0.41196176,0.43495512,0.43058914,0.47808167,0.2990295,0.28029212,0.4229199,0.3069795,0.43027303,0.74041796,0.27809045,0.5368804,0.4135028,0.7186674,0.48096097,0.67315215,0.47640207,0.40734643,0.25854275,0.31425977,0.45755023,0.59058064,0.28505757,0.33208016,0.3541327,0.4123172,0.33625025,0.32765558,0.30352125,0.2985448,0.5809838,0.42512736,0.3218923,0.30066356,0.33614546,0.30975634,0.3377628,0.6474474,0.7628815,0.32834858,0.5420584,0.5712342,0.5038443,0.48565423,0.58930975,0.61519074,0.60137236,0.3602343,0.68825036,0.6069448,0.28111497,0.28695092,0.3470766,0.50410026,0.48975563,0.68276197,0.4812086,0.4912804,0.67884743,0.7487763,0.27857935,0.61460626,0.41996175,0.37689638,0.32924592,0.2901513,0.6733377,0.53146166
0.6374052,0.685974,0.6486058,0.49701917,0.8239906,0.7262314,0.689698,0.43686235,0.72258043,0.69524467,0.65302575,0.2791796,0.39426997,0.20144372,0.5084573,0.8625742,0.445916,0.55240923,0.5944341,0.6605419,0.5509287,0.5384465,0.4032576,0.40613392,0.71709514,0.3845903,0.54939735,0.58039504,0.46361986,0.6328525,1.0000002,0.6825587,0.20652819,0.71886027,0.4808916,0.2760412,0.19010332,0.70887554,0.6561256,0.5257476,0.8712253,0.114995606,0.46466503,0.43420804,0.25439137,0.47487062,0.6804553,0.6630892,0.9049758,0.8959233,0.14957966,0.49873808,0.47439513,0.26993433,0.70674783,0.8808801,0.6951375,0.39405203,0.4062338,0.6310378,0.49962857,0.47267577,0.5479327,0.75825846,0.64611083,0.5917926,0.61763084,0.6384894,0.9288399,0.6913772,0.42764932,0.47810605,0.68735784,0.8791231,0.7092552,0.44599786,0.53419274,0.59435195,0.63638157,0.6820094,0.5971424,0.60568213,0.66256636,0.26390576,0.57991767,0.57114846,0.5470332,0.46524337,0.43324044,0.26975006,0.743597,0.098961405,0.56934625,0.47193763,0.4554045,0.91076404,0.7971935,0.79051316,0.20562679,0.54549044,0.24993412,0.71879715,0.19681142,0.27406493,0.27421346,0.5403805,0.4356099,0.22456491,0.4165369,0.115712166,0.22786374,0.5514182,0.6919503,0.74776417,0.624661,0.55922645,0.44260022,0.32983434,0.17400289,0.5494386,0.7146606,0.4784763,0.700802,0.66254914,0.44659787,0.87654483,0.8231141,0.6913935,0.71779454,0.5377985,0.7269881,0.46101114,0.4475121,0.16706356,0.2309264,0.5212001,0.59115034,0.5325116,0.3549717,0.5961493,0.5551156,0.55905026,0.5832166,0.5302317,0.31656402,0.37513444,0.5259393,0.3740567,0.5224423,0.65906334,0.36743203,0.54252726,0.6468297,0.65288174,0.54154223,0.69628394,0.36037877,0.5902046,0.40431812,0.4251528,0.5765696,0.8920319,0.42169052,0.43838412,0.4492497,0.5601945,0.45928884,0.4309018,0.4043741,0.4556501,0.59206647,0.5607096,0.44875252,0.4189318,0.45434362,0.44569623,0.23489936,0.566321,0.72869414,0.4523449,0.5546391,0.5832919,0.5431871,0.5491939,0.6468327,0.854151,0.8588845,0.39164275,0.57466614,0.53821236,0.3429864,0.25457227,0.37351948,0.5614303,0.52568597,0.6570891,0.52520406,0.77722865,0.6983731,0.68788284,0.428636,0.6967163,0.70982665,0.53025615,0.34993967,0.42378175,0.69588274,0.46973872
0.5560378,0.49238053,0.78544843,0.4610293,0.5458991,0.5801058,0.5084466,0.7008105,0.7611612,0.7870749,0.5700023,0.3111607,0.57961506,0.27749312,0.3982401,0.62647253,0.72027653,0.83327186,0.81238717,0.42080227,0.39613038,0.39191374,0.41831276,0.4277331,0.7539726,0.49100128,0.44231823,0.35973835,0.5259054,0.51058286,0.6825587,1.0000001,0.19407253,0.49794534,0.3860825,0.32772827,0.18462935,0.4978175,0.41627866,0.42939767,0.75729114,0.3358567,0.58165723,0.56986845,0.3724251,0.41271564,0.6734947,0.8820459,0.54520714,0.72213525,0.26822117,0.4808418,0.51226753,0.42525852,0.42530993,0.7253984,0.5614518,0.3584855,0.597945,0.5069867,0.7838231,0.68818533,0.61526495,0.63758355,0.4983454,0.47983956,0.50928223,0.5540585,0.6612305,0.6092242,0.55062777,0.46417898,0.45702448,0.5679801,0.56255406,0.49730355,0.40992707,0.5017255,0.4947255,0.4813839,0.47289124,0.58381116,0.494627,0.48805943,0.83474535,0.5665536,0.8254844,0.581702,0.48410407,0.31020942,0.69499236,0.3194755,0.4096054,0.3662711,0.46634346,0.656835,0.714228,0.70208615,0.42121834,0.45515254,0.29317185,0.49724734,0.34853798,0.36549076,0.60012525,0.4536686,0.41370216,0.37136275,0.59369844,0.3118224,0.46931258,0.8598424,0.59351397,0.75223756,0.41750145,0.3888663,0.43934813,0.4641387,0.24929166,0.8022353,0.564239,0.47892746,0.54602486,0.43797407,0.45361644,0.57163244,0.68774676,0.77436954,0.63454664,0.56657314,0.4974681,0.41664806,0.4435712,0.4126201,0.5068595,0.7825915,0.8227292,0.82997876,0.3377773,0.8305361,0.79800224,0.81656206,0.815541,0.59837866,0.6955108,0.7330496,0.8175464,0.72928554,0.8116161,0.4904257,0.71598583,0.38390836,0.85152364,0.49605784,0.35346004,0.5087383,0.41123733,0.81112987,0.547439,0.6964229,0.8357562,0.6077981,0.723762,0.74226624,0.7544615,0.80131984,0.72802293,0.743939,0.7650044,0.7683342,0.35563377,0.80108875,0.7577026,0.75404066,0.78301704,0.75573957,0.358901,0.5168759,0.49812493,0.6429685,0.3322519,0.3757341,0.3539962,0.36542168,0.53768206,0.56230074,0.6316931,0.41709563,0.44765732,0.45686615,0.36471206,0.31117633,0.3891016,0.5493337,0.4036012,0.5519802,0.3969557,0.6128206,0.456579,0.5108783,0.6683983,0.6261371,0.7978511,0.78085214,0.5344168,0.5960661,0.42906785,0.41850695
0.23824108,0.31367037,0.30695766,0.28861088,0.27705887,0.27545863,0.23224968,0.24842075,0.2710238,0.2749342,0.12019652,0.09579813,0.24041498,0.4544262,0.24437056,0.21416998,0.2702727,0.2858481,0.3559229,0.19856948,0.25938922,0.18876058,0.40345782,0.37127662,0.25875857,0.34643856,0.3197795,0.22964418,0.18019196,0.41857088,0.20652819,0.19407253,0.99999994,0.1728234,0.27562028,0.7470214,0.7728567,0.31176037,0.2627818,0.10061169,0.26647782,0.569349,0.28526226,0.25942984,0.31754622,0.21380629,0.28036514,0.16412187,0.2048188,0.19437306,0.5543112,0.26584175,0.14226207,0.22202797,0.2586251,0.18574852,0.25114462,0.41565007,0.2636382,0.32897016,0.20759968,0.23716319,0.21382049,0.11016077,0.32810986,0.30450094,0.25876075,0.31341028,0.17809579,0.23108079,0.23051211,0.16983816,0.31218737,0.25402805,0.34857482,0.24234946,0.27030617,0.37140542,0.38398048,0.31401303,0.3311734,0.12338004,0.27577865,0.17382753,0.28344578,0.14462146,0.3208172,0.2696616,0.16999209,0.11850357,0.29665938,0.5328186,0.23221052,0.24346271,0.18992262,0.2054398,0.23834555,0.23257922,0.42417145,0.04775068,0.53119004,0.26563612,0.6286646,0.62835246,0.46210155,0.181848,0.14646232,0.21126391,0.260976,0.4438211,0.299276,0.28150395,0.29704118,0.20425133,0.32508767,0.2667725,0.40993053,0.34438497,0.19930324,0.3095896,0.15999117,0.24225187,0.27378595,0.26579726,0.19962442,0.24634276,0.23315984,0.33513704,0.19303383,0.12206613,0.21087493,0.4403999,0.41766924,0.3605585,0.3017995,0.29650122,0.3799791,0.2787026,0.19818017,0.35264575,0.3739795,0.3845445,0.35611364,0.28580466,0.4085801,0.37017778,0.3448133,0.37339243,0.35858014,0.23474589,0.37154022,0.21745339,0.24833612,0.24376625,0.24758014,0.23778287,0.23224428,0.27482173,0.3617398,0.38994682,0.31982842,0.23171246,0.36538783,0.38196325,0.42528507,0.3390294,0.4134837,0.3903008,0.37678897,0.37617543,0.25852627,0.3687922,0.38947695,0.4139036,0.40670475,0.38023326,0.3062686,0.21110125,0.20968996,0.26693508,0.23285554,0.24345726,0.23783734,0.24024405,0.15155177,0.24026527,0.23204002,0.005536318,0.22574905,0.16862303,0.40011376,0.100110084,0.071841635,0.02611923,0.22169396,0.29578,0.24327363,0.1738383,0.26267794,0.24972835,0.22638674,0.15043357,0.31306204,0.25530282,0.36087427,0.24729948,0.2580076,0.20212054
