,pta_99,pta_98,pta_97,pta_96,pta_95,pta_94,pta_93,pta_92,pta_91,pta_90,pta_9,pta_89,pta_87,pta_85,pta_84,pta_83,pta_82,pta_81,pta_80,pta_8,pta_79,pta_78,pta_77,pta_76,pta_75,pta_74,pta_73,pta_72,pta_70,pta_7,pta_69,pta_68,pta_67,pta_66,pta_65,pta_64,pta_63,pta_62,pta_61,pta_60,pta_6,pta_59,pta_58,pta_57,pta_56,pta_55,pta_54,pta_53,pta_52,pta_51,pta_50,pta_5,pta_48,pta_47,pta_46,pta_45,pta_449,pta_448,pta_447,pta_446,pta_445,pta_444,pta_443,pta_442,pta_441,pta_440,pta_44,pta_439,pta_436,pta_435,pta_434,pta_432,pta_431,pta_430,pta_43,pta_429,pta_428,pta_427,pta_426,pta_425,pta_424,pta_423,pta_422,pta_421,pta_420,pta_42,pta_419,pta_418,pta_416,pta_415,pta_413,pta_412,pta_411,pta_41,pta_409,pta_408,pta_405,pta_404,pta_403,pta_402,pta_401,pta_400,pta_40,pta_4,pta_399,pta_398,pta_397,pta_396,pta_395,pta_394,pta_393,pta_392,pta_391,pta_390,pta_39,pta_389,pta_388,pta_387,pta_386,pta_385,pta_384,pta_380,pta_38,pta_379,pta_378,pta_377,pta_376,pta_375,pta_374,pta_373,pta_372,pta_371,pta_370,pta_37,pta_369,pta_368,pta_367,pta_366,pta_365,pta_364,pta_363,pta_362,pta_361,pta_360,pta_36,pta_359,pta_358,pta_357,pta_356,pta_355,pta_354,pta_353,pta_352,pta_351,pta_350,pta_349,pta_348,pta_347,pta_346,pta_345,pta_344,pta_343,pta_342,pta_341,pta_340,pta_34,pta_337,pta_336,pta_335,pta_334,pta_333,pta_332,pta_331,pta_330,pta_33,pta_329,pta_328,pta_327,pta_326,pta_325,pta_324,pta_323,pta_322,pta_320,pta_32,pta_319,pta_318,pta_317,pta_316,pta_315,pta_314,pta_313,pta_312,pta_311,pta_310,pta_31,pta_309,pta_308,pta_307,pta_306,pta_305,pta_304,pta_303,pta_302,pta_301,pta_300,pta_30,pta_3,pta_299,pta_298,pta_297,pta_296,pta_295,pta_294,pta_293,pta_292,pta_291,pta_290,pta_29,pta_289,pta_288,pta_287,pta_286,pta_285,pta_284,pta_283,pta_282,pta_281,pta_280,pta_279,pta_278,pta_277,pta_276,pta_275,pta_274,pta_273,pta_272,pta_271,pta_270,pta_27,pta_269,pta_268,pta_267,pta_266,pta_265,pta_264,pta_263,pta_262,pta_261,pta_260,pta_26,pta_259,pta_258,pta_257,pta_256,pta_255,pta_254,pta_253,pta_252,pta_251,pta_250,pta_25,pta_249,pta_248,pta_247,pta_246,pta_245,pta_244,pta_243,pta_242,pta_241,pta_240,pta_24,pta_239,pta_238,pta_237,pta_236,pta_235,pta_234,pta_233,pta_232,pta_231,pta_230,pta_23,pta_229,pta_228,pta_227,pta_226,pta_225,pta_224,pta_223,pta_222,pta_221,pta_220,pta_219,pta_218,pta_217,pta_216,pta_215,pta_214,pta_213,pta_212,pta_211,pta_210,pta_21,pta_209,pta_208,pta_207,pta_206,pta_205,pta_204,pta_203,pta_202,pta_201,pta_200,pta_20,pta_2,pta_199,pta_198,pta_197,pta_196,pta_195,pta_194,pta_193,pta_192,pta_191,pta_190,pta_19,pta_189,pta_188,pta_187,pta_186,pta_185,pta_184,pta_183,pta_182,pta_181,pta_180,pta_179,pta_178,pta_177,pta_176,pta_175,pta_174,pta_173,pta_172,pta_171,pta_170,pta_17,pta_169,pta_168,pta_167,pta_166,pta_165,pta_164,pta_162,pta_161,pta_160,pta_16,pta_159,pta_158,pta_157,pta_156,pta_155,pta_154,pta_153,pta_152,pta_151,pta_150,pta_15,pta_149,pta_148,pta_147,pta_146,pta_145,pta_144,pta_143,pta_142,pta_141,pta_140,pta_14,pta_139,pta_138,pta_136,pta_135,pta_134,pta_133,pta_132,pta_131,pta_130,pta_13,pta_129,pta_128,pta_127,pta_126,pta_125,pta_124,pta_122,pta_121,pta_120,pta_12,pta_119,pta_118,pta_117,pta_116,pta_115,pta_114,pta_113,pta_112,pta_111,pta_110,pta_11,pta_109,pta_108,pta_107,pta_106,pta_105,pta_104,pta_103,pta_102,pta_101,pta_100,pta_10,pta_1
pta_99,1.0,0.76115525,0.36974984,0.3579227,0.4014924,0.38855928,0.36348796,0.8079343,0.43233675,0.26681948,0.44890317,0.44611165,0.69400185,0.14318135,0.80677474,0.7471533,0.584208,0.402601,0.8922648,0.4937629,0.76651245,0.37509808,0.4038018,0.38117194,0.4042924,0.35811806,0.37658602,0.4796721,0.5854903,0.49087837,0.45602468,0.7839676,0.75429314,0.79155743,0.54478186,0.38547117,0.46947467,0.3119391,0.7731866,0.6665963,0.28567106,0.43635556,0.55808896,0.7826601,0.8726265,0.8529393,0.44087696,0.43380603,0.39856493,0.33333355,0.3383892,0.800906,0.56549203,0.4248722,0.3723048,0.38182163,0.37523237,0.44030964,0.49475312,0.5781879,0.7442732,0.27516425,0.43335846,0.4167965,0.30986416,0.16024584,0.35850728,0.49823987,0.47047445,0.43859354,0.64202404,0.38030142,0.35865083,0.22413771,0.37337086,0.2736096,0.5027655,0.44962725,0.16191089,0.43564188,0.40065128,0.36892217,0.3764971,0.34832534,0.34628078,0.35570148,0.5643464,0.7863808,0.554977,0.64176774,0.31410375,0.4627001,0.4022746,0.27241567,0.31202936,0.50388,0.64263725,0.5238732,0.45302373,0.6103794,0.4726231,0.674642,0.7586207,0.560887,0.59992915,0.5096392,0.5063363,0.45784682,0.5334049,0.6019618,0.53106064,0.47566062,0.4245601,0.48380268,0.5767001,0.4945946,0.50376713,0.4664841,0.47213435,0.5058892,0.48342788,0.4982137,0.48272887,0.5046426,0.3065379,0.87897927,0.43626615,0.83985865,0.4958393,0.43391162,0.3067185,0.59440225,0.20345055,0.44154435,0.43490064,0.43119198,0.5834276,0.6944839,0.6729915,0.35775,0.41820064,0.31021148,0.2746241,0.26167637,0.4179431,0.33620554,0.34725818,0.35591048,0.5560873,0.33369172,0.34282392,0.32435513,0.38323018,0.37307888,0.2850876,0.604529,0.30083194,0.33517545,0.84402215,0.47779602,0.68584317,0.47429088,0.4499414,0.4314425,0.38379416,0.27140862,0.8286323,0.49568978,0.4111525,0.48721814,0.49202353,0.39768368,0.5385279,0.54849607,0.7839443,0.5263872,0.46057203,0.49180406,0.42868185,0.43357244,0.31462824,0.3662981,0.48281503,0.19521834,0.090270005,0.14795361,0.13431577,0.27213365,0.27626094,0.8400997,0.81990343,0.88796717,0.8761198,0.87106806,0.19154352,0.8704144,0.8492395,0.8465649,0.85005087,0.7212233,0.8446709,0.83732206,0.8055123,0.85528296,0.8234476,0.8399933,0.83020264,0.38371885,0.8328231,0.82846487,0.8510171,0.87295014,0.8505479,0.6294001,0.8136853,0.8498711,0.82705605,0.8495271,0.592859,0.82533306,0.8561492,0.6482727,0.5758782,0.6559781,0.8043673,0.6400918,0.80323243,0.76588,0.79424083,0.8271346,0.752452,0.789957,0.80172694,0.18371977,0.42210796,0.8668511,0.82697254,0.8354278,0.85082096,0.41944465,0.86873287,0.83254045,0.219669,0.27775875,0.6160652,0.61342144,0.6297683,0.6718061,0.7803908,0.75485176,0.4365454,0.77607554,0.8045483,0.7586798,0.6614715,0.06353511,0.16795161,0.33301216,0.64298755,0.6489084,0.58084303,0.8497253,0.64968306,0.6445485,0.58982825,0.6470354,0.6546419,0.63584834,0.42978597,0.3995488,0.42034736,0.4903262,0.43876773,0.49142313,0.6037562,0.51019573,0.7587441,0.65597886,0.5041285,0.6758302,0.775527,0.66962546,0.62282693,0.41964924,0.7744562,0.6621575,0.525872,0.55641705,0.757169,0.5079783,0.6633371,0.56796175,0.79271626,0.6659855,0.4087616,0.44003215,0.65265745,0.6512695,0.77331376,0.5323203,0.55829537,0.6922308,0.8210727,0.60139084,0.48507154,0.8025057,0.6600011,0.6334735,0.71426976,0.8723749,0.70376545,0.24145287,0.8257086,0.8528649,0.83393925,0.21561334,0.91126615,0.83439344,0.85613304,0.8477268,0.48012796,0.6180535,0.64367723,0.8489243,0.5523045,0.55781364,0.58027303,0.56879073,0.797654,0.03684647,0.3062834,0.35493964,0.85923785,0.8449369,0.8475477,0.71166384,0.7596864,0.73320013,0.87453246,0.7690569,0.7059212,0.7324766,0.32987836,0.27878684,0.48334667,0.26171252,0.78169435,0.73882985,0.43249753,0.86909664,0.73344696,0.77706015,0.79025483,0.74240375,0.25678203,0.1608256,0.3507527,0.46642613,0.70892894,0.4156273,0.4479005,0.40437275,0.42078814,0.46153814,0.52089643,0.5502495,0.33416253,0.47540665,0.43463576,0.2632778,0.2883061,0.3334533,0.455982,0.42710182,0.531233,0.44288182,0.51412845,0.4439778,0.48655677,0.62789845,0.14864434,0.41966444,0.37624934,0.35084605,0.3903072,0.3508844,0.3119773,0.2579106,0.650353,0.65909106,0.7965458,0.6726283,0.13254716,0.22746886,0.3818225,0.56603706,0.30420142,0.26555288,0.51761055,0.406928,0.850471,0.26476428,0.71177316,0.4633844,0.15670438,0.33038187,0.81643915,0.15712263,0.40812984,0.13730575,0.23787078,0.66183543,0.5075844,0.76854587,0.6436559,0.76345134,0.38480034,0.40858522,0.66416395,0.78681695,0.4360275,0.52924573,0.46263945,0.42400846
pta_98,0.76115525,0.9999999,0.2161919,0.13899954,0.20448412,0.20053901,0.18890369,0.59320897,0.21491584,0.16878155,0.35296655,0.31261572,0.49788153,0.29693404,0.9278762,0.9813712,0.7773475,0.21125913,0.6793098,0.40638036,0.5017103,0.15212165,0.19466762,0.16130303,0.1914477,0.12068851,0.16743736,0.33555272,0.51991534,0.4044756,0.37547353,0.8220481,0.5328447,0.5681163,0.5513076,0.28102896,0.32238933,0.14510013,0.9327381,0.7292329,0.30926278,0.2941707,0.38499558,0.84217376,0.64775807,0.63984936,0.3247553,0.35929623,0.27820298,0.27620608,0.2921457,0.6985209,0.43544996,0.3526806,0.19101979,0.1844609,0.32624152,0.6080351,0.39817986,0.4857372,0.5735549,0.14670107,0.28078684,0.30935022,0.1958995,0.119786605,0.17515431,0.41043374,0.37653142,0.3847735,0.5177669,0.22678582,0.20762256,0.13664277,0.17882575,0.2327109,0.6247658,0.53151935,0.20243165,0.27194798,0.22282323,0.1982885,0.20102395,0.16241819,0.17174502,0.20726287,0.48474708,0.6699477,0.42924055,0.5094575,0.20272721,0.3305781,0.54098797,0.30125102,0.2784588,0.37229624,0.5284028,0.41236997,0.33669513,0.72087944,0.36265415,0.49026942,0.93381566,0.40576914,0.5238818,0.38745865,0.45722064,0.33894882,0.5672182,0.46760726,0.44628382,0.5501922,0.5974952,0.35981837,0.49175018,0.40369293,0.6313565,0.366219,0.38458726,0.3800565,0.4028791,0.43209702,0.32813242,0.4036966,0.28638417,0.6951373,0.28399485,0.6384809,0.37774634,0.61096203,0.13372122,0.49742797,0.120605074,0.3757756,0.32331944,0.55848885,0.45331717,0.5456176,0.5120659,0.42488974,0.3617469,0.14719032,0.1716486,0.1001307,0.3382419,0.16429055,0.16763613,0.1950346,0.39504293,0.15652822,0.15005511,0.14195932,0.25003418,0.2164086,0.29499614,0.74463564,0.16746393,0.23866512,0.6629422,0.42241764,0.5838402,0.38069868,0.3462089,0.28886518,0.2410665,0.08469088,0.7636577,0.4422604,0.24102634,0.39842564,0.3672508,0.57156825,0.41171193,0.48666626,0.71489036,0.44407025,0.26444438,0.3728012,0.3087066,0.29854202,0.29133487,0.2872204,0.64741063,0.4503735,0.30441055,0.40761244,0.37864244,0.45503017,0.4253517,0.6420086,0.6092594,0.6500646,0.6486429,0.61942923,0.1308682,0.78502345,0.581521,0.5965273,0.5944191,0.5291679,0.6151347,0.58238095,0.5922931,0.6614037,0.56646836,0.5807927,0.75083387,0.21287253,0.57555586,0.57498217,0.60980165,0.6245937,0.6195199,0.41569433,0.58812505,0.6112297,0.6074628,0.56987727,0.76916033,0.5424388,0.62059265,0.48753273,0.41902286,0.4895082,0.58323425,0.45493287,0.56416136,0.56176186,0.5771589,0.5970299,0.5556941,0.58453405,0.5713068,0.18005626,0.39926162,0.6617256,0.6098448,0.5700515,0.62019825,0.31282485,0.66183895,0.61615103,0.2653502,0.22047059,0.45695546,0.46949616,0.4660974,0.5087773,0.60649514,0.5652903,0.37892032,0.59452206,0.6141615,0.5635252,0.5116619,0.17010596,0.16218053,0.2071023,0.4423966,0.4724077,0.37842485,0.67768866,0.43684337,0.42111388,0.36066073,0.42353413,0.4594759,0.42704833,0.5058742,0.46144867,0.47860658,0.52460754,0.33062592,0.6548471,0.620732,0.45450273,0.8066733,0.78845584,0.6840885,0.80566573,0.77986133,0.77982557,0.6213236,0.31372038,0.7558817,0.7836006,0.5436087,0.57783383,0.72739935,0.6581656,0.73994124,0.49170128,0.7267471,0.73835105,0.48005977,0.5157468,0.62503874,0.6310533,0.72142935,0.6645795,0.5600402,0.78595275,0.7594624,0.60853964,0.3497492,0.72716206,0.72592276,0.6260993,0.9168736,0.66570354,0.44978988,0.17773287,0.5611266,0.584709,0.5683799,0.10549568,0.6913934,0.54980665,0.60092384,0.55683386,0.281589,0.4331862,0.42456955,0.6090908,0.38582122,0.37748656,0.3770197,0.4424924,0.5136357,0.13068978,0.29390574,0.30279657,0.6171813,0.5867026,0.5621453,0.4636636,0.5331282,0.5215916,0.5986991,0.538376,0.48426214,0.5238047,0.2681291,0.23511808,0.57640874,0.20015489,0.53380746,0.49970573,0.31936163,0.59726346,0.55592483,0.54350525,0.5424354,0.5654759,0.3005074,0.18848817,0.217285,0.3492381,0.9350258,0.35133934,0.34830543,0.30883273,0.319963,0.3405176,0.38259706,0.4305411,0.1899379,0.3103134,0.27031636,0.2639348,0.111334,0.16172056,0.26220557,0.30924967,0.5476516,0.34630832,0.36740533,0.35201874,0.39630917,0.7183095,0.1923558,0.37965697,0.3972809,0.2903714,0.34193105,0.6319712,0.21555322,0.23078305,0.6507215,0.64311135,0.6187638,0.6365942,0.26103634,0.18978128,0.3347765,0.70825064,0.30550313,0.25358063,0.30922645,0.2334022,0.79226744,0.33055577,0.4790059,0.38912538,0.1547728,0.23671797,0.5270905,0.14647578,0.2997675,0.26258346,0.417834,0.754765,0.5598761,0.58953846,0.51053756,0.5610419,0.5193694,0.27102348,0.65051675,0.9161003,0.31103066,0.5649957,0.30091706,0.24793321
pta_97,0.36974984,0.2161919,1.0000001,0.6864322,0.63575,0.6959144,0.6604011,0.32173774,0.718023,0.64399904,0.12544362,0.28069088,0.25836346,0.15330295,0.30560318,0.21983814,0.21146257,0.66223824,0.33511817,0.27472812,0.25618234,0.6714139,0.6083817,0.61039793,0.6286994,0.5818879,0.62391907,0.24308205,0.21925294,0.18207374,0.14444609,0.1766724,0.1926385,0.22797297,0.25416362,0.08204084,0.11832785,-0.07497958,0.207393,0.15518035,0.30147922,0.20383997,0.1672072,0.19869779,0.32326365,0.39443374,0.16700248,0.20459597,0.113665074,0.10959474,0.09864942,0.19292578,0.3417817,0.22381604,0.5656368,0.6817334,0.22379135,0.20989215,0.32254186,0.19324784,0.24871966,0.5320202,0.106135435,0.23080692,0.6020272,0.58340096,0.55676615,0.20400885,0.2205536,0.11749715,0.2163612,0.588318,0.57380897,0.38966644,0.6171199,0.6691272,0.27805525,0.24141581,0.09516653,0.007188481,0.6345274,0.6536493,0.6181286,0.62053657,0.6057643,0.56290096,0.17633086,0.20027474,0.18248369,0.18870196,0.6515001,0.101519585,0.18028536,0.15816836,0.16671735,0.15423013,0.1961328,0.19286647,0.3136828,0.22710155,0.20573808,0.14058073,0.18042956,0.28355682,0.18313693,0.21735586,0.2174875,0.26142296,0.2843531,0.1200313,0.21220732,0.20568217,0.24905483,0.2509,0.24315774,0.2611419,0.25461355,0.2606451,0.33238435,0.2882534,0.23381773,0.24984233,0.06937235,0.2082755,0.013656232,0.3387125,0.013547362,0.3317446,0.13656469,0.19469887,-0.100896455,0.24065925,0.5552685,0.18693419,0.23215364,0.19998765,0.17968306,0.21378455,0.23014724,0.18263493,0.11688244,0.56305575,0.65651184,0.48218578,0.14326456,0.5016585,0.5851117,0.65200895,0.36441988,0.6466609,0.60248196,0.517932,0.14706199,-0.053779837,0.120487444,0.23476592,0.11424989,0.13639686,0.314701,0.18432489,0.1643206,0.16883488,0.21392691,0.39949244,0.22362757,-0.07689794,0.2742027,0.07147177,0.05913858,0.15069564,0.13947566,0.21242523,0.18532838,0.122746676,0.17710741,0.13650014,0.047528185,0.17474759,0.41344267,0.40062463,0.07563849,0.16784012,0.32710788,0.00027056906,0.110229306,0.014549533,-0.012882155,0.1522133,0.16491441,0.31924325,0.35684088,0.25952852,0.25845653,0.2914952,0.24882647,0.2901644,0.37215307,0.37606925,0.351305,0.394316,0.36569217,0.3536759,0.3492234,0.32264757,0.36831984,0.361631,0.26006815,-0.015561392,0.33813697,0.3714826,0.3754532,0.34168565,0.35044152,0.3309265,0.37032917,0.38478106,0.35855877,0.42937145,0.271785,0.4330564,0.37190637,0.26079744,0.33137557,0.27597848,0.4181709,0.33251816,0.42771208,0.3326987,0.39163712,0.3810962,0.28786123,0.3527635,0.33388466,0.3018809,0.12148223,0.34503925,0.41242486,0.3492313,0.34424716,0.08984541,0.33474037,0.3648428,0.23232588,0.13934097,0.22963125,0.3270451,0.29355595,0.28522107,0.3750897,0.29933435,0.10287266,0.34369206,0.34945172,0.36944285,0.30131572,0.38013703,0.27596578,0.10129495,0.26116487,0.30465,0.2544729,0.29838666,0.28603178,0.26052055,0.23131558,0.28904867,0.2888032,0.2487108,0.2103747,0.23154838,0.24774936,0.15568018,0.1439173,0.08801265,0.13758084,0.1722024,0.15873928,0.17437871,0.07921085,0.23070253,0.21786565,0.2292498,0.16116953,0.17191955,0.22879423,0.21620142,0.16371089,0.17297758,0.208989,0.15092427,0.15851656,0.21054623,0.24967103,0.20506085,0.20134513,0.21825537,0.1736239,0.1728878,0.24238728,0.15876907,0.2171119,0.23552428,0.25915098,0.2197871,0.14613287,0.22801103,0.21512905,0.15637372,0.21548922,0.35181043,0.28738555,0.34397644,0.3909783,0.38902816,0.36444265,-0.01797852,0.31127334,0.38699484,0.4049905,0.4168824,0.17264725,0.312664,0.30318847,0.3559435,0.35293138,0.36530712,0.38867885,0.19394974,0.36172482,0.18356264,0.20544927,0.16384321,0.3960589,0.39147243,0.43336457,0.31619084,0.31825957,0.33101887,0.42262235,0.3338582,0.3582032,0.32043913,0.20194447,0.12747696,0.30594373,0.39579317,0.35806555,0.31631416,0.15511605,0.41688696,0.31854734,0.3388611,0.34907258,0.33299392,0.33080322,0.19034955,0.045098905,0.13063464,0.2524784,0.17318012,0.16030513,0.17523003,0.20371804,0.024340253,0.25518772,0.24296762,-0.13669477,0.071325585,0.03973663,0.3285557,-0.104810625,-0.06671783,0.092781,0.24560139,0.25797138,0.24188009,0.129194,0.18216735,0.18304867,0.2025513,0.26501378,0.083164774,0.21930729,0.12662871,0.08574013,0.2989643,0.109302275,0.16210912,0.15366922,0.12854563,0.29897183,0.17134662,0.07090198,0.20016265,0.13218966,0.15034805,0.040166553,0.14328341,0.2096525,0.16086651,0.19582559,0.23699105,0.2711536,0.28096822,0.3864308,0.16801932,0.3050224,0.13354151,0.20165056,0.17008913,0.22742145,0.24849062,0.3774257,0.28438765,0.30963293,0.2791904,0.31014773,0.18440561,0.15869793,0.27060622,0.22404389,0.41753152,0.22273384,0.04177922
pta_96,0.3579227,0.13899954,0.6864322,0.9999998,0.9441765,0.91267455,0.9468064,0.39808393,0.8883115,0.87674105,0.21507555,0.23986134,0.36106303,0.14072506,0.17553592,0.13776958,0.11213798,0.930105,0.37609637,0.19266944,0.35494295,0.7591707,0.7690889,0.78128755,0.7821611,0.76257735,0.7995149,0.27064413,0.1800511,0.21059029,0.24016795,0.13929203,0.26263976,0.24667962,0.10826912,0.42991924,0.1488136,0.16903648,0.08707737,0.10729579,0.2849131,0.2397638,0.23343371,0.17955378,0.38651255,0.41798404,0.2513381,0.1483773,0.08362911,0.26794797,0.30119172,0.23013042,0.3010025,0.20901299,0.88136566,0.76250947,0.15642466,0.1669084,0.3007276,0.15947525,0.31415713,0.51725215,0.26571205,0.25328022,0.5428527,0.5367426,0.8675887,0.24880663,0.17422274,0.20992702,0.24978176,0.84933853,0.84125376,0.6848249,0.8757391,0.77006614,0.16217269,0.10113919,0.15021233,0.15743671,0.8611519,0.8956281,0.86897635,0.85315025,0.8355455,0.8515675,0.13308118,0.20389311,0.15718092,0.17811592,0.6325945,0.16086072,0.18824433,0.24262068,0.21007724,0.13539024,0.16834661,0.16709471,0.37380254,0.09528352,0.17856665,0.22852275,0.08762745,0.245739,0.09247933,0.18919867,0.15953681,0.21160477,0.10232771,0.14922172,0.23218772,0.06736978,0.16267,0.2421465,0.23015599,0.25204292,0.12609202,0.22676034,0.28725907,0.25427824,0.19509235,0.173655,0.17782319,0.18217729,0.38874713,0.39741224,0.18212181,0.37021202,0.35585582,0.14618029,0.16500844,0.3278818,0.754074,0.13126986,0.23597687,0.15859787,0.21441369,0.22077703,0.24215025,0.22962742,0.20117994,0.8348377,0.64539135,0.828538,0.20956366,0.83704746,0.82843935,0.6639664,0.60237914,0.796838,0.8453887,0.85686386,0.22623047,0.18885873,0.34043333,0.09716764,0.3714053,0.51546466,0.33188555,0.18211585,0.12596205,0.15695845,0.1485625,0.36322537,0.35933742,0.20250867,0.23195648,0.113051385,0.1935141,0.21263824,0.18005863,0.15891764,0.23340306,0.19485132,0.23897094,0.20107335,0.19463025,0.19040817,0.37580103,0.3782411,0.28681976,0.48127353,0.30640882,0.06644244,0.124345295,0.06685769,0.06727013,0.16496724,0.1636636,0.33353898,0.39554492,0.28565514,0.3121228,0.349643,0.34770447,0.2731594,0.39694586,0.3947368,0.4067669,0.47954342,0.4190879,0.4052975,0.38617572,0.3834171,0.42792577,0.43618098,0.25362775,0.18383189,0.4185823,0.42941177,0.44636646,0.3013123,0.39353615,0.46927288,0.39951658,0.41138852,0.38078818,0.42904806,0.07809334,0.46928596,0.44111687,0.51077354,0.5581194,0.5038989,0.48179442,0.55170465,0.50759816,0.41122964,0.432078,0.40906444,0.37562922,0.41431528,0.41035935,0.39634892,0.14720379,0.3859366,0.42324808,0.42424557,0.4076047,0.21872534,0.37474185,0.42757067,0.40358603,0.45431566,0.47659993,0.389232,0.3484912,0.38458377,0.45267653,0.39327794,0.067681454,0.4135602,0.40096626,0.43263108,0.5156795,0.30561835,0.41529024,0.18069854,0.40278283,0.39325166,0.45009434,0.27469036,0.41892037,0.3798536,0.3757982,0.4146154,0.3854791,0.38849905,0.09660596,0.23254438,0.18210831,0.33274752,0.18322085,0.17565922,0.2786929,0.38926184,0.20024426,0.14529082,0.2057865,0.2274686,0.2300383,0.15631449,0.32891378,0.15312387,0.30146465,0.24777889,0.34781212,0.38123447,0.24727693,0.24778624,0.14767039,0.42095587,0.32228586,0.23274268,0.21811356,0.13135448,0.3431599,0.34939778,0.284078,0.25139794,0.36990467,0.2568903,0.29104006,0.40539786,0.19575813,0.31689858,0.23342219,0.3369135,0.19383699,0.42706078,0.56162745,0.41904542,0.4541972,0.46993193,0.42651895,0.23299183,0.3622259,0.4330021,0.45458114,0.4396035,0.3032564,0.51349485,0.45255962,0.4072,0.3393815,0.32923865,0.3615458,0.1604851,0.40564242,0.4036678,0.1955568,0.2097353,0.4264574,0.4280032,0.4567846,0.51482373,0.5032094,0.49788976,0.49089354,0.5078067,0.52616674,0.492633,0.2594713,0.26728994,0.312856,0.41065636,0.51487225,0.47411898,0.11134467,0.42347422,0.4510708,0.49973023,0.5136825,0.44514796,0.3639447,0.40488246,0.2552044,0.15630297,0.1643083,0.09404387,0.094981,0.11248656,0.13727547,0.1658774,0.18534394,0.16687728,0.12460073,0.1641345,0.2081122,0.31926215,0.19480191,0.1753183,0.17281455,0.2541782,0.18243466,0.21244687,0.21463168,0.2149375,0.1955817,0.12724905,0.3486006,0.23480017,0.20231955,0.2546557,0.08045347,0.15107358,0.21997465,0.30163705,0.26058683,0.27509764,0.3461905,0.3175949,0.10672247,0.29070142,0.24652307,0.23188686,0.11569796,0.19713111,0.3431786,0.50893897,0.21309756,0.28839618,0.3229205,0.48046935,0.29894236,0.32167658,0.34956327,0.42577562,0.22085637,0.19168696,0.19372144,0.110939555,0.08909956,0.45519146,0.40607476,0.44490767,0.25747487,0.21883018,0.27956498,0.20158313,0.23926556,0.36093086,0.25529635,0.21888535
